"     Date,        Time,      Elapsed,    Chan_1_740.0"
"2026-02-16, 00:42:13.462,    3.000,         -3.9400"
"2026-02-16, 00:42:13.556,    3.094,         -3.9400"
"2026-02-16, 00:42:13.650,    3.188,         -3.9400"
"2026-02-16, 00:42:13.743,    3.281,         -3.9400"
"2026-02-16, 00:42:13.837,    3.375,         -3.9400"
"2026-02-16, 00:42:13.931,    3.469,         -3.9400"
"2026-02-16, 00:42:14.025,    3.563,         -3.9400"
"2026-02-16, 00:42:14.118,    3.656,         -3.9400"
"2026-02-16, 00:42:14.212,    3.750,         -3.9400"
"2026-02-16, 00:42:14.306,    3.844,         -3.9400"
"2026-02-16, 00:42:14.400,    3.938,         -4.0200"
"2026-02-16, 00:42:14.492,    4.030,         -4.0200"
"2026-02-16, 00:42:14.587,    4.125,         -4.0200"
"2026-02-16, 00:42:14.696,    4.234,         -4.0200"
"2026-02-16, 00:42:14.790,    4.328,         -4.0200"
"2026-02-16, 00:42:14.884,    4.422,         -4.0200"
"2026-02-16, 00:42:14.978,    4.516,         -4.0200"
"2026-02-16, 00:42:15.071,    4.609,         -4.0200"
"2026-02-16, 00:42:15.165,    4.703,         -4.0200"
"2026-02-16, 00:42:15.275,    4.813,         -4.0200"
"2026-02-16, 00:42:15.368,    4.906,         -4.0200"
"2026-02-16, 00:42:15.478,    5.016,         -4.0200"
"2026-02-16, 00:42:15.556,    5.094,         -4.0200"
"2026-02-16, 00:42:15.665,    5.203,         -4.0200"
"2026-02-16, 00:42:15.759,    5.297,         -4.0200"
"2026-02-16, 00:42:15.853,    5.391,         -4.0200"
"2026-02-16, 00:42:15.946,    5.484,         -4.0200"
"2026-02-16, 00:42:16.040,    5.578,         -4.0200"
"2026-02-16, 00:42:16.150,    5.688,         -4.0200"
"2026-02-16, 00:42:16.243,    5.781,         -4.0200"
"2026-02-16, 00:42:16.337,    5.875,         -4.0200"
"2026-02-16, 00:42:16.431,    5.969,         -4.0200"
"2026-02-16, 00:42:16.525,    6.063,         -4.0200"
"2026-02-16, 00:42:16.618,    6.156,         -4.3600"
"2026-02-16, 00:42:16.712,    6.250,         -4.3600"
"2026-02-16, 00:42:16.806,    6.344,         -4.3600"
"2026-02-16, 00:42:16.900,    6.438,         -4.3600"
"2026-02-16, 00:42:16.993,    6.531,         -4.3600"
"2026-02-16, 00:42:17.087,    6.625,         -4.3600"
"2026-02-16, 00:42:17.181,    6.719,         -4.3600"
"2026-02-16, 00:42:17.290,    6.828,         -4.3600"
"2026-02-16, 00:42:17.384,    6.922,         -4.3600"
"2026-02-16, 00:42:17.478,    7.016,         -4.3600"
"2026-02-16, 00:42:17.587,    7.125,         -4.3600"
"2026-02-16, 00:42:17.681,    7.219,         -4.3600"
"2026-02-16, 00:42:17.775,    7.313,         -4.3600"
"2026-02-16, 00:42:17.868,    7.406,         -4.3600"
"2026-02-16, 00:42:17.962,    7.500,         -4.3600"
"2026-02-16, 00:42:18.056,    7.594,         -4.3600"
"2026-02-16, 00:42:18.150,    7.688,         -4.3600"
"2026-02-16, 00:42:18.259,    7.797,         -4.3600"
"2026-02-16, 00:42:18.353,    7.891,         -4.3600"
"2026-02-16, 00:42:18.446,    7.984,         -4.3600"
"2026-02-16, 00:42:18.539,    8.077,         -4.3600"
"2026-02-16, 00:42:18.634,    8.172,         -4.3600"
"2026-02-16, 00:42:18.728,    8.266,         -4.3600"
"2026-02-16, 00:42:18.821,    8.359,         -3.4400"
"2026-02-16, 00:42:18.915,    8.453,         -3.4400"
"2026-02-16, 00:42:19.009,    8.547,         -3.4400"
"2026-02-16, 00:42:19.103,    8.641,         -3.4400"
"2026-02-16, 00:42:19.196,    8.734,         -3.4400"
"2026-02-16, 00:42:19.306,    8.844,         -3.4400"
"2026-02-16, 00:42:19.400,    8.938,         -3.4400"
"2026-02-16, 00:42:19.493,    9.031,         -3.4400"
"2026-02-16, 00:42:19.587,    9.125,         -3.4400"
"2026-02-16, 00:42:19.681,    9.219,         -3.4400"
"2026-02-16, 00:42:19.790,    9.328,         -3.4400"
"2026-02-16, 00:42:19.884,    9.422,         -3.4400"
"2026-02-16, 00:42:19.978,    9.516,         -3.4400"
"2026-02-16, 00:42:20.071,    9.609,         -3.4400"
"2026-02-16, 00:42:20.165,    9.703,         -3.4400"
"2026-02-16, 00:42:20.259,    9.797,         -3.4400"
"2026-02-16, 00:42:20.353,    9.891,         -3.4400"
"2026-02-16, 00:42:20.446,    9.984,         -3.4400"
"2026-02-16, 00:42:20.540,   10.078,         -3.4400"
"2026-02-16, 00:42:20.634,   10.172,         -3.4400"
"2026-02-16, 00:42:20.728,   10.266,         -3.4400"
"2026-02-16, 00:42:20.821,   10.359,         -3.4400"
"2026-02-16, 00:42:20.931,   10.469,         -3.4400"
"2026-02-16, 00:42:21.009,   10.547,         -3.4400"
"2026-02-16, 00:42:21.118,   10.656,         -5.9400"
"2026-02-16, 00:42:21.212,   10.750,         -5.9400"
"2026-02-16, 00:42:21.306,   10.844,         -5.9400"
"2026-02-16, 00:42:21.400,   10.938,         -5.9400"
"2026-02-16, 00:42:21.493,   11.031,         -5.9400"
"2026-02-16, 00:42:21.587,   11.125,         -5.9400"
"2026-02-16, 00:42:21.681,   11.219,         -5.9400"
"2026-02-16, 00:42:21.790,   11.328,         -5.9400"
"2026-02-16, 00:42:21.884,   11.422,         -5.9400"
"2026-02-16, 00:42:21.978,   11.516,         -5.9400"
"2026-02-16, 00:42:22.071,   11.609,         -5.9400"
"2026-02-16, 00:42:22.165,   11.703,         -5.9400"
"2026-02-16, 00:42:22.275,   11.813,         -5.9400"
"2026-02-16, 00:42:22.368,   11.906,         -5.9400"
"2026-02-16, 00:42:22.462,   12.000,         -5.9400"
"2026-02-16, 00:42:22.556,   12.094,         -5.9400"
"2026-02-16, 00:42:22.650,   12.188,         -5.9400"
"2026-02-16, 00:42:22.743,   12.281,         -5.9400"
"2026-02-16, 00:42:22.837,   12.375,         -5.9400"
"2026-02-16, 00:42:22.946,   12.484,         -5.9400"
"2026-02-16, 00:42:23.025,   12.563,         -5.9400"
"2026-02-16, 00:42:23.134,   12.672,         -5.9400"
"2026-02-16, 00:42:23.228,   12.766,         -5.9400"
"2026-02-16, 00:42:23.321,   12.859,         -2.8600"
"2026-02-16, 00:42:23.415,   12.953,         -2.8600"
"2026-02-16, 00:42:23.509,   13.047,         -2.8600"
"2026-02-16, 00:42:23.603,   13.141,         -2.8600"
"2026-02-16, 00:42:23.712,   13.250,         -2.8600"
"2026-02-16, 00:42:23.806,   13.344,         -2.8600"
"2026-02-16, 00:42:23.900,   13.438,         -2.8600"
"2026-02-16, 00:42:23.993,   13.531,         -2.8600"
"2026-02-16, 00:42:24.103,   13.641,         -2.8600"
"2026-02-16, 00:42:24.196,   13.734,         -2.8600"
"2026-02-16, 00:42:24.290,   13.828,         -2.8600"
"2026-02-16, 00:42:24.384,   13.922,         -2.8600"
"2026-02-16, 00:42:24.478,   14.016,         -2.8600"
"2026-02-16, 00:42:24.571,   14.109,         -2.8600"
"2026-02-16, 00:42:24.665,   14.203,         -2.8600"
"2026-02-16, 00:42:24.775,   14.313,         -2.8600"
"2026-02-16, 00:42:24.868,   14.406,         -2.8600"
"2026-02-16, 00:42:24.962,   14.500,         -2.8600"
"2026-02-16, 00:42:25.056,   14.594,         -2.8600"
"2026-02-16, 00:42:25.150,   14.688,         -2.8600"
"2026-02-16, 00:42:25.243,   14.781,         -2.8600"
"2026-02-16, 00:42:25.353,   14.891,         -2.8600"
"2026-02-16, 00:42:25.446,   14.984,         -2.8600"
"2026-02-16, 00:42:25.540,   15.078,         -6.0000"
"2026-02-16, 00:42:25.634,   15.172,         -6.0000"
"2026-02-16, 00:42:25.728,   15.266,         -6.0000"
"2026-02-16, 00:42:25.821,   15.359,         -6.0000"
"2026-02-16, 00:42:25.915,   15.453,         -6.0000"
"2026-02-16, 00:42:26.009,   15.547,         -6.0000"
"2026-02-16, 00:42:26.103,   15.641,         -6.0000"
"2026-02-16, 00:42:26.196,   15.734,         -6.0000"
"2026-02-16, 00:42:26.306,   15.844,         -6.0000"
"2026-02-16, 00:42:26.400,   15.938,         -6.0000"
"2026-02-16, 00:42:26.492,   16.030,         -6.0000"
"2026-02-16, 00:42:26.587,   16.125,         -6.0000"
"2026-02-16, 00:42:26.681,   16.219,         -6.0000"
"2026-02-16, 00:42:26.774,   16.312,         -6.0000"
"2026-02-16, 00:42:26.868,   16.406,         -6.0000"
"2026-02-16, 00:42:26.962,   16.500,         -6.0000"
"2026-02-16, 00:42:27.056,   16.594,         -6.0000"
"2026-02-16, 00:42:27.150,   16.688,         -6.0000"
"2026-02-16, 00:42:27.243,   16.781,         -6.0000"
"2026-02-16, 00:42:27.353,   16.891,         -6.0000"
"2026-02-16, 00:42:27.446,   16.984,         -6.0000"
"2026-02-16, 00:42:27.540,   17.078,         -6.0000"
"2026-02-16, 00:42:27.634,   17.172,         -6.0000"
"2026-02-16, 00:42:27.728,   17.266,         -5.2000"
"2026-02-16, 00:42:27.821,   17.359,         -5.2000"
"2026-02-16, 00:42:27.915,   17.453,         -5.2000"
"2026-02-16, 00:42:28.009,   17.547,         -5.2000"
"2026-02-16, 00:42:28.103,   17.641,         -5.2000"
"2026-02-16, 00:42:28.212,   17.750,         -5.2000"
"2026-02-16, 00:42:28.306,   17.844,         -5.2000"
"2026-02-16, 00:42:28.400,   17.938,         -5.2000"
"2026-02-16, 00:42:28.493,   18.031,         -5.2000"
"2026-02-16, 00:42:28.587,   18.125,         -5.2000"
"2026-02-16, 00:42:28.681,   18.219,         -5.2000"
"2026-02-16, 00:42:28.775,   18.313,         -5.2000"
"2026-02-16, 00:42:28.868,   18.406,         -5.2000"
"2026-02-16, 00:42:28.962,   18.500,         -5.2000"
"2026-02-16, 00:42:29.071,   18.609,         -5.2000"
"2026-02-16, 00:42:29.165,   18.703,         -5.2000"
"2026-02-16, 00:42:29.259,   18.797,         -5.2000"
"2026-02-16, 00:42:29.353,   18.891,         -5.2000"
"2026-02-16, 00:42:29.446,   18.984,         -5.2000"
"2026-02-16, 00:42:29.556,   19.094,         -5.2000"
"2026-02-16, 00:42:29.650,   19.188,         -5.2000"
"2026-02-16, 00:42:29.743,   19.281,         -5.2000"
"2026-02-16, 00:42:29.837,   19.375,         -5.2000"
"2026-02-16, 00:42:29.931,   19.469,         -1.4600"
"2026-02-16, 00:42:30.025,   19.563,         -1.4600"
"2026-02-16, 00:42:30.118,   19.656,         -1.4600"
"2026-02-16, 00:42:30.212,   19.750,         -1.4600"
"2026-02-16, 00:42:30.306,   19.844,         -1.4600"
"2026-02-16, 00:42:30.400,   19.938,         -1.4600"
"2026-02-16, 00:42:30.493,   20.031,         -1.4600"
"2026-02-16, 00:42:30.587,   20.125,         -1.4600"
"2026-02-16, 00:42:30.681,   20.219,         -1.4600"
"2026-02-16, 00:42:30.790,   20.328,         -1.4600"
"2026-02-16, 00:42:30.884,   20.422,         -1.4600"
"2026-02-16, 00:42:30.978,   20.516,         -1.4600"
"2026-02-16, 00:42:31.071,   20.609,         -1.4600"
"2026-02-16, 00:42:31.165,   20.703,         -1.4600"
"2026-02-16, 00:42:31.275,   20.813,         -1.4600"
"2026-02-16, 00:42:31.368,   20.906,         -1.4600"
"2026-02-16, 00:42:31.462,   21.000,         -1.4600"
"2026-02-16, 00:42:31.556,   21.094,         -1.4600"
"2026-02-16, 00:42:31.650,   21.188,         -1.4600"
"2026-02-16, 00:42:31.743,   21.281,         -1.4600"
"2026-02-16, 00:42:31.837,   21.375,         -1.4600"
"2026-02-16, 00:42:31.931,   21.469,         -1.4600"
"2026-02-16, 00:42:32.025,   21.563,         -1.4600"
"2026-02-16, 00:42:32.118,   21.656,         -1.4600"
"2026-02-16, 00:42:32.212,   21.750,         -0.4000"
"2026-02-16, 00:42:32.306,   21.844,         -0.4000"
"2026-02-16, 00:42:32.415,   21.953,         -0.4000"
"2026-02-16, 00:42:32.509,   22.047,         -0.4000"
"2026-02-16, 00:42:32.603,   22.141,         -0.4000"
"2026-02-16, 00:42:32.696,   22.234,         -0.4000"
"2026-02-16, 00:42:32.806,   22.344,         -0.4000"
"2026-02-16, 00:42:32.900,   22.438,         -0.4000"
"2026-02-16, 00:42:32.993,   22.531,         -0.4000"
"2026-02-16, 00:42:33.087,   22.625,         -0.4000"
"2026-02-16, 00:42:33.181,   22.719,         -0.4000"
"2026-02-16, 00:42:33.290,   22.828,         -0.4000"
"2026-02-16, 00:42:33.384,   22.922,         -0.4000"
"2026-02-16, 00:42:33.478,   23.016,         -0.4000"
"2026-02-16, 00:42:33.571,   23.109,         -0.4000"
"2026-02-16, 00:42:33.665,   23.203,         -0.4000"
"2026-02-16, 00:42:33.759,   23.297,         -0.4000"
"2026-02-16, 00:42:33.853,   23.391,         -0.4000"
"2026-02-16, 00:42:33.946,   23.484,         -0.4000"
"2026-02-16, 00:42:34.040,   23.578,         -0.4000"
"2026-02-16, 00:42:34.134,   23.672,         -0.4000"
"2026-02-16, 00:42:34.228,   23.766,         -0.4000"
"2026-02-16, 00:42:34.337,   23.875,         -0.4000"
"2026-02-16, 00:42:34.431,   23.969,         -6.4200"
"2026-02-16, 00:42:34.525,   24.063,         -6.4200"
"2026-02-16, 00:42:34.618,   24.156,         -6.4200"
"2026-02-16, 00:42:34.712,   24.250,         -6.4200"
"2026-02-16, 00:42:34.806,   24.344,         -6.4200"
"2026-02-16, 00:42:34.900,   24.438,         -6.4200"
"2026-02-16, 00:42:34.993,   24.531,         -6.4200"
"2026-02-16, 00:42:35.087,   24.625,         -6.4200"
"2026-02-16, 00:42:35.181,   24.719,         -6.4200"
"2026-02-16, 00:42:35.290,   24.828,         -6.4200"
"2026-02-16, 00:42:35.384,   24.922,         -6.4200"
"2026-02-16, 00:42:35.478,   25.016,         -6.4200"
"2026-02-16, 00:42:35.571,   25.109,         -6.4200"
"2026-02-16, 00:42:35.665,   25.203,         -6.4200"
"2026-02-16, 00:42:35.775,   25.313,         -6.4200"
"2026-02-16, 00:42:35.868,   25.406,         -6.4200"
"2026-02-16, 00:42:35.962,   25.500,         -6.4200"
"2026-02-16, 00:42:36.056,   25.594,         -6.4200"
"2026-02-16, 00:42:36.150,   25.688,         -6.4200"
"2026-02-16, 00:42:36.259,   25.797,         -6.4200"
"2026-02-16, 00:42:36.337,   25.875,         -6.4200"
"2026-02-16, 00:42:36.446,   25.984,         -6.4200"
"2026-02-16, 00:42:36.540,   26.078,         -6.4200"
"2026-02-16, 00:42:36.634,   26.172,         -0.7200"
"2026-02-16, 00:42:36.728,   26.266,         -0.7200"
"2026-02-16, 00:42:36.821,   26.359,         -0.7200"
"2026-02-16, 00:42:36.915,   26.453,         -0.7200"
"2026-02-16, 00:42:37.009,   26.547,         -0.7200"
"2026-02-16, 00:42:37.103,   26.641,         -0.7200"
"2026-02-16, 00:42:37.196,   26.734,         -0.7200"
"2026-02-16, 00:42:37.306,   26.844,         -0.7200"
"2026-02-16, 00:42:37.400,   26.938,         -0.7200"
"2026-02-16, 00:42:37.509,   27.047,         -0.7200"
"2026-02-16, 00:42:37.603,   27.141,         -0.7200"
"2026-02-16, 00:42:37.712,   27.250,         -0.7200"
"2026-02-16, 00:42:37.806,   27.344,         -0.7200"
"2026-02-16, 00:42:37.915,   27.453,         -0.7200"
"2026-02-16, 00:42:38.009,   27.547,         -0.7200"
"2026-02-16, 00:42:38.103,   27.641,         -0.7200"
"2026-02-16, 00:42:38.196,   27.734,         -0.7200"
"2026-02-16, 00:42:38.306,   27.844,         -0.7200"
"2026-02-16, 00:42:38.400,   27.938,         -0.7200"
"2026-02-16, 00:42:38.509,   28.047,         -0.7200"
"2026-02-16, 00:42:38.603,   28.141,         -0.7200"
"2026-02-16, 00:42:38.696,   28.234,         -0.7200"
"2026-02-16, 00:42:38.790,   28.328,         -0.7200"
"2026-02-16, 00:42:38.884,   28.422,         -3.1600"
"2026-02-16, 00:42:38.978,   28.516,         -3.1600"
"2026-02-16, 00:42:39.071,   28.609,         -3.1600"
"2026-02-16, 00:42:39.165,   28.703,         -3.1600"
"2026-02-16, 00:42:39.259,   28.797,         -3.1600"
"2026-02-16, 00:42:39.353,   28.891,         -3.1600"
"2026-02-16, 00:42:39.446,   28.984,         -3.1600"
"2026-02-16, 00:42:39.540,   29.078,         -3.1600"
"2026-02-16, 00:42:39.634,   29.172,         -3.1600"
"2026-02-16, 00:42:39.728,   29.266,         -3.1600"
"2026-02-16, 00:42:39.821,   29.359,         -3.1600"
"2026-02-16, 00:42:39.931,   29.469,         -3.1600"
"2026-02-16, 00:42:40.025,   29.563,         -3.1600"
"2026-02-16, 00:42:40.118,   29.656,         -3.1600"
"2026-02-16, 00:42:40.212,   29.750,         -3.1600"
"2026-02-16, 00:42:40.306,   29.844,         -3.1600"
"2026-02-16, 00:42:40.400,   29.938,         -3.1600"
"2026-02-16, 00:42:40.509,   30.047,         -3.1600"
"2026-02-16, 00:42:40.603,   30.141,         -3.1600"
"2026-02-16, 00:42:40.696,   30.234,         -3.1600"
"2026-02-16, 00:42:40.790,   30.328,         -3.1600"
"2026-02-16, 00:42:40.884,   30.422,         -3.1600"
"2026-02-16, 00:42:40.978,   30.516,         -3.1600"
"2026-02-16, 00:42:41.071,   30.609,         -3.6200"
"2026-02-16, 00:42:41.165,   30.703,         -3.6200"
"2026-02-16, 00:42:41.259,   30.797,         -3.6200"
"2026-02-16, 00:42:41.353,   30.891,         -3.6200"
"2026-02-16, 00:42:41.446,   30.984,         -3.6200"
"2026-02-16, 00:42:41.556,   31.094,         -3.6200"
"2026-02-16, 00:42:41.634,   31.172,         -3.6200"
"2026-02-16, 00:42:41.743,   31.281,         -3.6200"
"2026-02-16, 00:42:41.837,   31.375,         -3.6200"
"2026-02-16, 00:42:41.931,   31.469,         -3.6200"
"2026-02-16, 00:42:42.025,   31.563,         -3.6200"
"2026-02-16, 00:42:42.118,   31.656,         -3.6200"
"2026-02-16, 00:42:42.212,   31.750,         -3.6200"
"2026-02-16, 00:42:42.321,   31.859,         -3.6200"
"2026-02-16, 00:42:42.400,   31.938,         -3.6200"
"2026-02-16, 00:42:42.508,   32.046,         -3.6200"
"2026-02-16, 00:42:42.603,   32.141,         -3.6200"
"2026-02-16, 00:42:42.696,   32.234,         -3.6200"
"2026-02-16, 00:42:42.790,   32.328,         -3.6200"
"2026-02-16, 00:42:42.900,   32.438,         -3.6200"
"2026-02-16, 00:42:42.993,   32.531,         -3.6200"
"2026-02-16, 00:42:43.103,   32.641,         -3.6200"
"2026-02-16, 00:42:43.196,   32.734,         -3.6200"
"2026-02-16, 00:42:43.290,   32.828,         -4.5800"
"2026-02-16, 00:42:43.384,   32.922,         -4.5800"
"2026-02-16, 00:42:43.478,   33.016,         -4.5800"
"2026-02-16, 00:42:43.571,   33.109,         -4.5800"
"2026-02-16, 00:42:43.665,   33.203,         -4.5800"
"2026-02-16, 00:42:43.775,   33.313,         -4.5800"
"2026-02-16, 00:42:43.868,   33.406,         -4.5800"
"2026-02-16, 00:42:43.978,   33.516,         -4.5800"
"2026-02-16, 00:42:44.071,   33.609,         -4.5800"
"2026-02-16, 00:42:44.165,   33.703,         -4.5800"
"2026-02-16, 00:42:44.275,   33.813,         -4.5800"
"2026-02-16, 00:42:44.368,   33.906,         -4.5800"
"2026-02-16, 00:42:44.462,   34.000,         -4.5800"
"2026-02-16, 00:42:44.556,   34.094,         -4.5800"
"2026-02-16, 00:42:44.650,   34.188,         -4.5800"
"2026-02-16, 00:42:44.759,   34.297,         -4.5800"
"2026-02-16, 00:42:44.837,   34.375,         -4.5800"
"2026-02-16, 00:42:44.946,   34.484,         -4.5800"
"2026-02-16, 00:42:45.040,   34.578,         -4.5800"
"2026-02-16, 00:42:45.134,   34.672,         -4.5800"
"2026-02-16, 00:42:45.228,   34.766,         -4.5800"
"2026-02-16, 00:42:45.337,   34.875,         -4.5800"
"2026-02-16, 00:42:45.431,   34.969,         -4.5800"
"2026-02-16, 00:42:45.525,   35.063,         -5.9800"
"2026-02-16, 00:42:45.618,   35.156,         -5.9800"
"2026-02-16, 00:42:45.712,   35.250,         -5.9800"
"2026-02-16, 00:42:45.806,   35.344,         -5.9800"
"2026-02-16, 00:42:45.915,   35.453,         -5.9800"
"2026-02-16, 00:42:46.009,   35.547,         -5.9800"
"2026-02-16, 00:42:46.118,   35.656,         -5.9800"
"2026-02-16, 00:42:46.212,   35.750,         -5.9800"
"2026-02-16, 00:42:46.321,   35.859,         -5.9800"
"2026-02-16, 00:42:46.415,   35.953,         -5.9800"
"2026-02-16, 00:42:46.493,   36.031,         -5.9800"
"2026-02-16, 00:42:46.603,   36.141,         -5.9800"
"2026-02-16, 00:42:46.696,   36.234,         -5.9800"
"2026-02-16, 00:42:46.790,   36.328,         -5.9800"
"2026-02-16, 00:42:46.884,   36.422,         -5.9800"
"2026-02-16, 00:42:46.978,   36.516,         -5.9800"
"2026-02-16, 00:42:47.071,   36.609,         -5.9800"
"2026-02-16, 00:42:47.165,   36.703,         -5.9800"
"2026-02-16, 00:42:47.259,   36.797,         -5.9800"
"2026-02-16, 00:42:47.353,   36.891,         -5.9800"
"2026-02-16, 00:42:47.446,   36.984,         -5.9800"
"2026-02-16, 00:42:47.556,   37.094,         -5.9800"
"2026-02-16, 00:42:47.650,   37.188,         -5.9800"
"2026-02-16, 00:42:47.743,   37.281,         -3.1800"
"2026-02-16, 00:42:47.837,   37.375,         -3.1800"
"2026-02-16, 00:42:47.931,   37.469,         -3.1800"
"2026-02-16, 00:42:48.025,   37.563,         -3.1800"
"2026-02-16, 00:42:48.134,   37.672,         -3.1800"
"2026-02-16, 00:42:48.228,   37.766,         -3.1800"
"2026-02-16, 00:42:48.321,   37.859,         -3.1800"
"2026-02-16, 00:42:48.431,   37.969,         -3.1800"
"2026-02-16, 00:42:48.525,   38.063,         -3.1800"
"2026-02-16, 00:42:48.618,   38.156,         -3.1800"
"2026-02-16, 00:42:48.712,   38.250,         -3.1800"
"2026-02-16, 00:42:48.806,   38.344,         -3.1800"
"2026-02-16, 00:42:48.900,   38.438,         -3.1800"
"2026-02-16, 00:42:48.993,   38.531,         -3.1800"
"2026-02-16, 00:42:49.103,   38.641,         -3.1800"
"2026-02-16, 00:42:49.196,   38.734,         -3.1800"
"2026-02-16, 00:42:49.290,   38.828,         -3.1800"
"2026-02-16, 00:42:49.384,   38.922,         -3.1800"
"2026-02-16, 00:42:49.478,   39.016,         -3.1800"
"2026-02-16, 00:42:49.571,   39.109,         -3.1800"
"2026-02-16, 00:42:49.665,   39.203,         -3.1800"
"2026-02-16, 00:42:49.775,   39.313,         -3.1800"
"2026-02-16, 00:42:49.853,   39.391,         -3.1800"
"2026-02-16, 00:42:49.946,   39.484,         -5.9400"
"2026-02-16, 00:42:50.056,   39.594,         -5.9400"
"2026-02-16, 00:42:50.150,   39.688,         -5.9400"
"2026-02-16, 00:42:50.243,   39.781,         -5.9400"
"2026-02-16, 00:42:50.337,   39.875,         -5.9400"
"2026-02-16, 00:42:50.446,   39.984,         -5.9400"
"2026-02-16, 00:42:50.540,   40.078,         -5.9400"
"2026-02-16, 00:42:50.618,   40.156,         -5.9400"
"2026-02-16, 00:42:50.712,   40.250,         -5.9400"
"2026-02-16, 00:42:50.821,   40.359,         -5.9400"
"2026-02-16, 00:42:50.915,   40.453,         -5.9400"
"2026-02-16, 00:42:51.009,   40.547,         -5.9400"
"2026-02-16, 00:42:51.103,   40.641,         -5.9400"
"2026-02-16, 00:42:51.212,   40.750,         -5.9400"
"2026-02-16, 00:42:51.306,   40.844,         -5.9400"
"2026-02-16, 00:42:51.400,   40.938,         -5.9400"
"2026-02-16, 00:42:51.493,   41.031,         -5.9400"
"2026-02-16, 00:42:51.587,   41.125,         -5.9400"
"2026-02-16, 00:42:51.681,   41.219,         -5.9400"
"2026-02-16, 00:42:51.790,   41.328,         -5.9400"
"2026-02-16, 00:42:51.884,   41.422,         -5.9400"
"2026-02-16, 00:42:51.978,   41.516,         -5.9400"
"2026-02-16, 00:42:52.071,   41.609,         -5.9400"
"2026-02-16, 00:42:52.165,   41.703,         -6.3000"
"2026-02-16, 00:42:52.259,   41.797,         -6.3000"
"2026-02-16, 00:42:52.353,   41.891,         -6.3000"
"2026-02-16, 00:42:52.462,   42.000,         -6.3000"
"2026-02-16, 00:42:52.556,   42.094,         -6.3000"
"2026-02-16, 00:42:52.650,   42.188,         -6.3000"
"2026-02-16, 00:42:52.743,   42.281,         -6.3000"
"2026-02-16, 00:42:52.837,   42.375,         -6.3000"
"2026-02-16, 00:42:52.931,   42.469,         -6.3000"
"2026-02-16, 00:42:53.025,   42.563,         -6.3000"
"2026-02-16, 00:42:53.118,   42.656,         -6.3000"
"2026-02-16, 00:42:53.228,   42.766,         -6.3000"
"2026-02-16, 00:42:53.321,   42.859,         -6.3000"
"2026-02-16, 00:42:53.415,   42.953,         -6.3000"
"2026-02-16, 00:42:53.509,   43.047,         -6.3000"
"2026-02-16, 00:42:53.603,   43.141,         -6.3000"
"2026-02-16, 00:42:53.696,   43.234,         -6.3000"
"2026-02-16, 00:42:53.790,   43.328,         -6.3000"
"2026-02-16, 00:42:53.884,   43.422,         -6.3000"
"2026-02-16, 00:42:53.978,   43.516,         -6.3000"
"2026-02-16, 00:42:54.087,   43.625,         -6.3000"
"2026-02-16, 00:42:54.181,   43.719,         -6.3000"
"2026-02-16, 00:42:54.275,   43.813,         -6.3000"
"2026-02-16, 00:42:54.368,   43.906,         -6.3000"
"2026-02-16, 00:42:54.462,   44.000,          0.7000"
